OBJECTID,Structure,Type,Long,Lat
407,Splice Box,CL s/w box (small),-123.363268597949,48.4356701902175
408,Splice Box,CL s/w box (small),-123.36472872518,48.4346483316703
409,Cluster Lamp,Cluster lights (crossed),-123.364921971621,48.4344088500355
410,Splice Box,CL s/w box (small),-123.364853473109,48.4348822678293
411,Cluster Lamp,Cluster lights (crossed),-123.364840091447,48.434856391067
412,Splice Box,CL s/w box (small),-123.364918064408,48.434998432194
413,Cluster Lamp,Cluster lights (crossed),-123.364334195975,48.431993598764
414,Light or Signal Pole,Merc street lamp,-123.364344155311,48.4318834673435
415,Manhole,City light manhole 0.8m,-123.364622367981,48.4319296734064
416,Splice Box,CL s/w box (small),-123.364420663654,48.4321204350234
417,Light or Signal Pole,Merc street lamp,-123.364767745413,48.4318668031724
418,Splice Box,CL s/w box (small),-123.364405731487,48.4317622418481
419,Cluster Lamp,Cluster lights (crossed),-123.364399469886,48.4317619107869
420,Cluster Lamp,Cluster lights (crossed),-123.364714560145,48.4321173737714
421,Splice Box,CL s/w box (small),-123.364709154679,48.4321176697759
422,Cluster Lamp,Cluster lights (crossed),-123.36441383817,48.4321204683076
423,Light or Signal Pole,Merc street lamp,-123.364411154937,48.432043889063
424,Signal Kiosk,Signal kiosk,-123.364412971953,48.4320389801896
425,Splice Box,CL s/w box (small),-123.36188413871,48.4319909697209
426,Light or Signal Pole,Merc street lamp,-123.361877736459,48.4319936797997
427,Light or Signal Pole,Merc street lamp,-123.361953832197,48.4319724149227
428,Splice Box,CL s/w box (small),-123.36039260967,48.4353671541625
429,Splice Box,CL s/w box (small),-123.360062495929,48.4353489498452
430,Cluster Lamp,Cluster lights (crossed),-123.36345220136,48.4320063616639
431,Cluster Lamp,Cluster lights (crossed),-123.363742347532,48.4320022216381
432,Splice Box,CL s/w box (small),-123.364073496551,48.4319986476529
433,Cluster Lamp,Cluster lights (crossed),-123.364073854561,48.4320024007867
434,Private lamp std,Private lamp std,-123.358098173271,48.4362383045412
435,Splice Box,CL s/w box (large),-123.364840603542,48.4341222222164
436,Splice Box,CL s/w box (large),-123.366898699469,48.4358384313427
437,Splice Box,CL s/w box (small),-123.366084553026,48.435676903349
438,Light or Signal Pole,Merc street lamp,-123.366130941587,48.4365873245769
439,Splice Box,CL s/w box (small),-123.366144918372,48.4365831327571
440,Splice Box,CL s/w box (small),-123.365098605832,48.435326562779
441,Splice Box,CL s/w box (small),-123.365016099281,48.4351685510129
442,Manhole,City light manhole 0.8m,-123.365178882338,48.4349675826374
443,Splice Box,CL s/w box (small),-123.365378491931,48.4352543239247
444,Splice Box,CL s/w box (small),-123.360905901945,48.435377435467
445,Light or Signal Pole,Merc street lamp,-123.361100052579,48.4353457844634
446,Private lamp std,Private lamp std,-123.361361474439,48.4355979059943
447,Light or Signal Pole,Merc street lamp,-123.361527593348,48.4355746262237
448,Light or Signal Pole,Merc street lamp,-123.361209604605,48.4355571095867
449,Light or Signal Pole,Merc street lamp,-123.361099256066,48.4356437460723
450,Splice Box,CL s/w box (small),-123.361405286149,48.4354212460307
451,Splice Box,CL s/w box (small),-123.361126479105,48.4354035630576
452,Splice Box,CL s/w box (small),-123.360806752946,48.4353898697868
453,Manhole,City light manhole 0.8m,-123.365576121604,48.4356906104333
454,Splice Box,CL s/w box (small),-123.362219033306,48.4339971006771
455,Light or Signal Pole,Merc street lamp,-123.362245127821,48.4338882753198
456,Light or Signal Pole,Merc street lamp,-123.362321339083,48.4340926590321
457,Splice Box,CL s/w box (small),-123.362305287839,48.4340959572675
458,Light or Signal Pole,Merc street lamp,-123.362374855406,48.4343464845265
459,Splice Box,CL s/w box (small),-123.361715696511,48.4340608995097
460,Splice Box,CL s/w box (small),-123.361730600675,48.4341795444491
461,Light or Signal Pole,Merc street lamp,-123.361766414507,48.4341758234814
462,Splice Box,CL s/w box (small),-123.368710539503,48.4359397664578
463,Splice Box,CL s/w box (small),-123.355467092505,48.4319290244613
464,Splice Box,CL s/w box (small),-123.355504469099,48.4316594181501
465,Light or Signal Pole,Merc street lamp,-123.355570645036,48.4306917772552
466,Splice Box,CL s/w box (small),-123.355596799216,48.4306770032865
467,Light or Signal Pole,Merc street lamp,-123.355560061666,48.4309913664756
468,Splice Box,CL s/w box (small),-123.355628786716,48.4309948652538
469,Splice Box,CL s/w box (small),-123.356844014343,48.4309397674095
470,Light or Signal Pole,Merc street lamp,-123.35684301882,48.4309319614833
471,Light or Signal Pole,Merc street lamp,-123.356801431893,48.4312643683546
472,Splice Box,CL s/w box (small),-123.356389675092,48.4312269065173
473,Light or Signal Pole,Merc street lamp,-123.356396733603,48.431242626839
474,Splice Box,CL s/w box (small),-123.355420624055,48.4320207897471
475,Light or Signal Pole,Merc street lamp,-123.35543762653,48.4319268771019
476,Splice Box,CL s/w box (small),-123.35554988973,48.4313228346011
477,Splice Box,CL s/w box (large),-123.358611866766,48.4300399531826
478,Light or Signal Pole,Merc street lamp,-123.357787039552,48.4329496517358
479,Light or Signal Pole,Merc street lamp,-123.357588394157,48.4328504224481
480,Light or Signal Pole,Merc street lamp,-123.357384382844,48.4327489387498
481,Light or Signal Pole,Merc street lamp,-123.357194439519,48.4326544796403
482,Light or Signal Pole,Merc street lamp,-123.35699276139,48.4325405790695
483,Light or Signal Pole,Merc street lamp,-123.356817615852,48.4324199924437
484,Light or Signal Pole,Merc street lamp,-123.356628435764,48.4322951666742
485,Splice Box,CL s/w box (small),-123.35626385904,48.4323004663217
486,Splice Box,CL s/w box (small),-123.376393387709,48.4349650168152
487,Splice Box,CL s/w box (large),-123.367127350251,48.4356119534707
488,Splice Box,CL s/w box (small),-123.3671429027,48.435258584857
489,Splice Box,CL s/w box (small),-123.364627209424,48.4300555955445
490,Ornamental Lamp,Ornamental lamp std,-123.3643506628,48.430442716433
491,Splice Box,CL s/w box (large),-123.364346715902,48.430337014785
492,Splice Box,CL s/w box (small),-123.360374615528,48.4309456287147
493,Splice Box,CL s/w box (large),-123.364792466349,48.4319981916732
494,Splice Box,CL s/w box (large),-123.364710754878,48.4320410499853
495,Splice Box,CL s/w box (large),-123.364360252034,48.4318828676484
496,Splice Box,CL s/w box (large),-123.364375246436,48.43120712439
497,Splice Box,CL s/w box (large),-123.364326734592,48.4311656974949
498,Splice Box,CL s/w box (large),-123.364319174855,48.4310339829253
499,Splice Box,CL s/w box (large),-123.364371136537,48.4309957541353
500,Splice Box,CL splice box 0.6m,-123.361062577976,48.4308720026757
501,Light or Signal Pole,Light/signal pole,-123.358732063899,48.4306843031878
502,Splice Box,CL s/w box (small),-123.359626616883,48.4307839674605
503,Light or Signal Pole,Merc street lamp,-123.359627328701,48.4307787049498
504,Light or Signal Pole,Light/signal pole,-123.361390098363,48.4308822323786
505,Splice Box,CL s/w box (small),-123.359133310405,48.4307561916949
506,Light or Signal Pole,Merc street lamp,-123.359134031249,48.4307508598856
507,Splice Box,CL splice box 0.6m,-123.361378218783,48.4308992911309
508,Light or Signal Pole,Light/signal pole,-123.361512079822,48.4308483294363
509,Light or Signal Pole,Merc street lamp,-123.365708458917,48.4358260406561
510,Splice Box,CL s/w box (large),-123.365669348521,48.4356548339847
511,Light or Signal Pole,Merc street lamp,-123.365580425337,48.43559597261
512,Light or Signal Pole,Merc street lamp,-123.365449617204,48.4353596606109
513,Splice Box,CL s/w box (small),-123.365463675593,48.4353555765682
514,Splice Box,CL s/w box (small),-123.365417336236,48.4352715785472
515,Cluster Lamp,Cluster lights (crossed),-123.365378457102,48.4352324767535
516,Splice Box,CL s/w box (small),-123.365393878107,48.43522988183
517,Splice Box,CL s/w box (small),-123.365295960097,48.4350532476215
518,Light or Signal Pole,Merc street lamp,-123.365281613232,48.4350566848061
519,Splice Box,CL s/w box (small),-123.365252752051,48.4349759870443
520,Cluster Lamp,Cluster lights (crossed),-123.365233193046,48.4349708850005
521,Splice Box,CL s/w box (small),-123.365188501256,48.4348600898734
522,Light or Signal Pole,Merc street lamp,-123.365165102067,48.4348473439031
523,Splice Box,CL s/w box (small),-123.365080827588,48.4346670226786
524,Cluster Lamp,Cluster lights (crossed),-123.36506550543,48.4346682947535
525,Splice Box,CL s/w box (small),-123.365027707657,48.434570495772
526,Light or Signal Pole,Merc street lamp,-123.365006325853,48.4345619177919
527,Splice Box,CL s/w box (small),-123.364931147332,48.4343961870881
528,Light or Signal Pole,Merc street lamp,-123.364866092603,48.4343094411977
529,Splice Box,CL s/w box (large),-123.364855040905,48.4343047889752
530,Splice Box,CL s/w box (large),-123.36447597861,48.4337596446218
531,Splice Box,CL s/w box (small),-123.364472827941,48.4336346741784
532,Cluster Lamp,Cluster lights (crossed),-123.364466006608,48.4336355054467
533,Light or Signal Pole,Merc street lamp,-123.364441414391,48.432855976822
534,Splice Box,CL s/w box (large),-123.364441824508,48.4328509374507
535,Splice Box,CL s/w box (large),-123.364732677664,48.4326773550959
536,Splice Box,CL s/w box (large),-123.364737614459,48.4328553544271
537,Light or Signal Pole,Merc street lamp,-123.364742078854,48.4328482240145
538,Splice Box,CL s/w box (small),-123.365205641579,48.4335379797655
539,Splice Box,CL s/w box (large),-123.362528026294,48.4354538875738
540,Splice Box,CL s/w box (small),-123.357745478123,48.4353346960271
541,Splice Box,CL s/w box (small),-123.357819765789,48.4353410839385
542,Splice Box,CL s/w box (large),-123.357814140724,48.4353407757455
543,Light or Signal Pole,Merc street lamp,-123.35780622284,48.4353414526055
544,Splice Box,CL s/w box (large),-123.355850316678,48.4305627417673
545,Light or Signal Pole,Merc street lamp,-123.359375548429,48.4320648388878
546,Light or Signal Pole,Merc street lamp,-123.358887888575,48.4320355357331
547,Light or Signal Pole,Merc street lamp,-123.360180177398,48.4321131858207
548,Light or Signal Pole,Merc street lamp,-123.360009123884,48.4319730753956
549,Light or Signal Pole,Merc street lamp,-123.359761670979,48.4320880398064
550,Light or Signal Pole,Merc street lamp,-123.359400878065,48.4317530273197
551,Light or Signal Pole,Merc street lamp,-123.359080954256,48.4317338032081
552,Light or Signal Pole,Merc street lamp,-123.35876103204,48.4317145782023
553,Light or Signal Pole,Merc street lamp,-123.359396476931,48.4319105950858
554,Light or Signal Pole,Merc street lamp,-123.358908817208,48.4318812911199
555,Light or Signal Pole,Merc street lamp,-123.358612552261,48.4318476622898
556,Light or Signal Pole,Merc street lamp,-123.358584237407,48.4320563248284
557,Light or Signal Pole,Merc street lamp,-123.359643237249,48.4317675904441
558,Light or Signal Pole,Merc street lamp,-123.358728592845,48.4321732077083
559,Light or Signal Pole,Merc street lamp,-123.359581944366,48.4322244866464
560,Light or Signal Pole,Merc street lamp,-123.359881570226,48.4322418214116
561,Light or Signal Pole,Merc street lamp,-123.36021950463,48.4322621583452
562,Light or Signal Pole,Merc street lamp,-123.360596289319,48.4322846650319
563,Light or Signal Pole,Merc street lamp,-123.361004883182,48.4323085048793
564,Light or Signal Pole,Merc street lamp,-123.361417235198,48.4322987032521
565,Light or Signal Pole,Merc street lamp,-123.359321460823,48.4322081994955
566,Light or Signal Pole,Merc street lamp,-123.359007633771,48.4321893412196
567,Light or Signal Pole,Merc street lamp,-123.361431747323,48.4321328961384
568,Light or Signal Pole,Merc street lamp,-123.361155500984,48.432029252917
569,Light or Signal Pole,Merc street lamp,-123.359756969119,48.4319322556814
570,Light or Signal Pole,Merc street lamp,-123.359608172726,48.4316196929912
571,Light or Signal Pole,Merc street lamp,-123.359635379201,48.4314191665311
572,Light or Signal Pole,Merc street lamp,-123.359766888561,48.4310972756134
573,Ornamental Lamp,Ornamental lamp std,-123.361329138028,48.4318411428734
574,Ornamental Lamp,Ornamental lamp std,-123.361344379439,48.431795963837
575,Ornamental Lamp,Ornamental lamp std,-123.361319728815,48.43155210123
576,Ornamental Lamp,Ornamental lamp std,-123.361315789081,48.4314757381904
577,Ornamental Lamp,Ornamental lamp std,-123.361315468478,48.4313852778869
578,Ornamental Lamp,Ornamental lamp std,-123.361333296886,48.4313301270457
579,Ornamental Lamp,Ornamental lamp std,-123.361338477275,48.4313089526902
580,Ornamental Lamp,Ornamental lamp std,-123.361348824316,48.4312537938193
581,Ornamental Lamp,Ornamental lamp std,-123.361353381027,48.4312325557438
582,Ornamental Lamp,Ornamental lamp std,-123.361359814549,48.4311776124668
583,Ornamental Lamp,Ornamental lamp std,-123.361357563432,48.431156211312
584,Ornamental Lamp,Ornamental lamp std,-123.361326388699,48.4310935472736
585,Ornamental Lamp,Ornamental lamp std,-123.361304308741,48.4310779157152
586,Ornamental Lamp,Ornamental lamp std,-123.36121941223,48.4310415703937
587,Ornamental Lamp,Ornamental lamp std,-123.361187446576,48.4310387881033
588,Splice Box,CL s/w box (small),-123.358701972628,48.4321660933361
589,Splice Box,CL s/w box (small),-123.360736782071,48.431009018746
590,Splice Box,CL s/w box (small),-123.360545145423,48.4309975046933
591,Splice Box,CL s/w box (small),-123.360357996265,48.4309862614779
592,Splice Box,CL s/w box (small),-123.360131189636,48.4309726336748
593,Splice Box,CL s/w box (small),-123.360933741788,48.4310523339404
594,Splice Box,CL s/w box (small),-123.360835779128,48.4310281188429
595,Splice Box,CL s/w box (small),-123.360640963064,48.4310032622115
596,Splice Box,CL s/w box (small),-123.36045157151,48.4309918831216
597,Splice Box,CL s/w box (small),-123.360244592935,48.4309794476323
598,Splice Box,CL s/w box (small),-123.359124541287,48.4320850369664
599,Splice Box,CL s/w box (small),-123.359103791143,48.4320134413498
600,Splice Box,CL s/w box (small),-123.359693593914,48.4322101629088
601,Splice Box,CL s/w box (small),-123.359726957182,48.4319575550417
602,Splice Box,CL s/w box (small),-123.359617423251,48.4319434133953
603,Splice Box,CL s/w box (small),-123.359556888521,48.4319016468595
604,Splice Box,CL s/w box (small),-123.359733842586,48.4319068037492
605,Splice Box,CL s/w box (small),-123.359971821598,48.4319231557776
606,Splice Box,CL s/w box (small),-123.359814818088,48.4317472137524
607,Splice Box,CL s/w box (small),-123.35975438494,48.4318447740137
608,Splice Box,CL s/w box (small),-123.359808439068,48.4319082270962
609,Splice Box,CL s/w box (small),-123.359887323313,48.4319312341418
610,Splice Box,CL s/w box (small),-123.359764991523,48.4317918411297
611,Splice Box,CL s/w box (small),-123.361202341493,48.4310447124283
612,Splice Box,CL s/w box (small),-123.361309954384,48.4310886345071
613,Splice Box,CL s/w box (small),-123.361351821563,48.4311672078219
614,Splice Box,CL s/w box (small),-123.361344348443,48.4312423723285
615,Splice Box,CL s/w box (small),-123.361329103774,48.4313191185095
616,Splice Box,CL s/w box (small),-123.361305497743,48.4313949156796
617,Splice Box,CL s/w box (small),-123.361294517216,48.4314755376954
618,Splice Box,CL s/w box (small),-123.361298753588,48.4315529407075
619,Ornamental Lamp,Ornamental lamp std,-123.361452030427,48.4311491172059
620,Splice Box,CL splice box 0.6m,-123.361361767116,48.4310201116578
621,Splice Box,CL splice box 0.6m,-123.361458789621,48.431149096002
622,Splice Box,CL s/w box (small),-123.361435617745,48.4314102614604
623,Light or Signal Pole,Merc street lamp,-123.361453837831,48.4310751157267
624,Light or Signal Pole,Merc street lamp,-123.361401551713,48.4316971129627
625,Splice Box,CL s/w box (small),-123.361408310981,48.4316970917617
626,Ornamental Lamp,Ornamental lamp std,-123.361900717048,48.4311795872082
627,Ornamental Lamp,Ornamental lamp std,-123.361860778374,48.4309347515971
